Sheet,CUSTOMER_ID,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,PRODUCTCODE,PRODUCTLINE,MSRP,ORDERDATE,YEAR_ID,MONTH_ID,QTR_ID,STATUS_ID,STATUS,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,SALES,ORDERLINENUMBER,DEALSIZE
,32.0,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,,Tannamuri,Yoshi,S18_3320,,,2003-12-05,,,,1.0,Shipped,10206.0,28.0,87.3,2444.4,11.0,Small
,33.0,West Coast Collectables Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,,Thompson,Steve,S18_3320,,,2004-01-29,,,,1.0,Shipped,10215.0,41.0,100.0,4555.92,8.0,Medium
,31.0,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,S18_3320,,,2004-03-02,,,,1.0,Shipped,10227.0,33.0,100.0,3666.96,1.0,Medium
,24.0,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,S18_3320,,,2004-04-29,,,,1.0,Shipped,10244.0,36.0,84.33,3035.88,5.0,Medium
,62.0,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,S18_3320,,,2004-06-14,,,,1.0,Shipped,10257.0,26.0,89.29,2321.54,5.0,Small
,37.0,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,S18_3320,,,2004-08-17,,,,1.0,Shipped,10280.0,34.0,100.0,3474.46,7.0,Medium
,92.0,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,,Brickhaven,MA,58339,USA,,Taylor,Leslie,S18_3320,,,2004-09-07,,,,1.0,Shipped,10290.0,26.0,96.23,2501.98,2.0,Small
,39.0,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,S18_3320,,,2004-10-11,,,,1.0,Shipped,10304.0,38.0,100.0,3958.46,11.0,Medium
,40.0,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,S18_3320,,,2004-10-21,,,,1.0,Shipped,10312.0,33.0,100.0,3535.95,8.0,Medium
,73.0,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,S18_3320,,,2004-11-05,,,,1.0,Shipped,10323.0,33.0,91.27,3011.91,2.0,Medium
,9.0,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,,Murphy,Julie,S18_3320,,,2004-11-18,,,,1.0,Shipped,10333.0,46.0,100.0,11336.7,2.0,Large
,11.0,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,S18_3320,,,2004-11-29,,,,1.0,Shipped,10347.0,26.0,100.0,2656.94,12.0,Small
,40.0,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,S18_3320,,,2004-12-10,,,,1.0,Shipped,10357.0,25.0,100.0,2604.25,3.0,Small
,42.0,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen,S18_3320,,,2005-01-20,,,,1.0,Shipped,10369.0,45.0,73.08,3288.6,4.0,Medium
,40.0,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,S18_3320,,,2005-02-17,,,,1.0,Shipped,10382.0,50.0,100.0,8935.5,7.0,Large
,64.0,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,S18_3320,,,2005-03-10,,,,1.0,Shipped,10392.0,36.0,100.0,4035.96,1.0,Medium
,57.0,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,S18_3320,,,2005-05-30,,,,3.0,In Process,10423.0,21.0,89.29,1875.09,5.0,Small
,67.0,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,S18_3482,,,2003-03-03,,,,1.0,Shipped,10108.0,29.0,100.0,4049.56,8.0,Medium
,68.0,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,S18_3482,,,2003-05-08,,,,1.0,Shipped,10122.0,21.0,100.0,2469.39,12.0,Small
,40.0,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,S18_3482,,,2003-07-02,,,,1.0,Shipped,10135.0,42.0,100.0,5432.7,9.0,Medium
,42.0,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen,S18_3482,,,2003-09-05,,,,1.0,Shipped,10147.0,37.0,100.0,4405.22,9.0,Medium
,5.0,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,S18_3482,,,2003-10-10,,,,1.0,Shipped,10159.0,25.0,100.0,3638.0,4.0,Medium
,43.0,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,S18_3482,,,2003-11-04,,,,1.0,Shipped,10169.0,36.0,100.0,4444.92,4.0,Medium
,8.0,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,S18_3482,,,2003-11-12,,,,1.0,Shipped,10181.0,22.0,100.0,3395.48,16.0,Medium
,69.0,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,S18_3482,,,2003-11-20,,,,1.0,Shipped,10191.0,23.0,100.0,3414.58,5.0,Medium
,24.0,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,S18_3482,,,2003-12-02,,,,1.0,Shipped,10203.0,32.0,100.0,5127.04,10.0,Medium
,10.0,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,S18_3482,,,2004-01-15,,,,1.0,Shipped,10211.0,28.0,100.0,3745.28,4.0,Medium
,70.0,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,S18_3482,,,2004-02-22,,,,1.0,Shipped,10225.0,27.0,100.0,4564.08,11.0,Medium
,49.0,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,S18_3482,,,2004-04-09,,,,1.0,Shipped,10238.0,49.0,100.0,6554.24,5.0,Medium
,10.0,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,S18_3482,,,2004-05-26,,,,1.0,Shipped,10252.0,41.0,100.0,6749.83,1.0,Medium
,88.0,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,S18_3482,,,2004-07-02,,,,1.0,Shipped,10265.0,49.0,100.0,8427.02,1.0,Large
,72.0,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,,Barajas,Miguel,S18_3482,,,2004-08-02,,,,1.0,Shipped,10276.0,30.0,100.0,3924.6,5.0,Medium
,70.0,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,S18_3482,,,2004-08-30,,,,1.0,Shipped,10287.0,40.0,100.0,6761.6,14.0,Medium
,73.0,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,S18_3482,,,2003-10-04,,,,1.0,Shipped,10300.0,23.0,100.0,3786.49,7.0,Medium
,69.0,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,S18_3482,,,2004-10-16,,,,1.0,Shipped,10310.0,49.0,100.0,6266.12,12.0,Medium
,25.0,"Volvo Model Replicas, Co",0921-12 3555,BerguvsvÑgen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,S18_3482,,,2004-11-03,,,,1.0,Shipped,10320.0,25.0,100.0,3491.0,5.0,Medium
,67.0,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,S18_3482,,,2004-11-16,,,,1.0,Shipped,10330.0,37.0,100.0,4405.22,3.0,Medium
,11.0,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,S18_3482,,,2004-11-24,,,,1.0,Shipped,10342.0,55.0,100.0,6548.3,7.0,Medium
,24.0,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,S18_3482,,,2004-12-07,,,,1.0,Shipped,10355.0,23.0,100.0,3177.91,7.0,Medium
,74.0,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,S18_3482,,,2005-01-06,,,,1.0,Shipped,10363.0,24.0,100.0,4142.64,11.0,Medium
,24.0,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,S18_3482,,,2005-02-10,,,,1.0,Shipped,10378.0,43.0,96.49,4149.07,10.0,Medium
,40.0,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,S18_3482,,,2005-03-04,,,,1.0,Shipped,10390.0,50.0,100.0,7397.0,1.0,Large
,46.0,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,,Hernandez,Rosa,S18_3685,,,2003-03-10,,,,1.0,Shipped,10109.0,47.0,100.0,6241.6,2.0,Medium
,47.0,Atelier graphique,40.32.2555,"54, rue Royale",,Nantes,,44000,France,EMEA,Schmitt,Carine,S18_3685,,,2003-05-20,,,,1.0,Shipped,10123.0,34.0,100.0,5331.88,4.0,Medium
,2.0,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,S18_3685,,,2003-07-10,,,,1.0,Shipped,10137.0,31.0,100.0,5124.3,4.0,Medium
,43.0,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,S18_3685,,,2003-09-11,,,,1.0,Shipped,10148.0,28.0,100.0,3639.44,11.0,Medium
,79.0,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,S18_3685,,,2003-10-17,,,,1.0,Shipped,10161.0,36.0,100.0,5544.0,10.0,Medium
,14.0,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie,S18_3685,,,2003-11-05,,,,1.0,Shipped,10172.0,48.0,100.0,5493.12,8.0,Medium
,8.0,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,S18_3685,,,2003-11-12,,,,1.0,Shipped,10181.0,39.0,100.0,5785.26,4.0,Medium
,41.0,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,S18_3685,,,2003-11-20,,,,1.0,Shipped,10192.0,45.0,100.0,5340.6,9.0,Medium
,75.0,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,S18_3685,,,2003-12-02,,,,1.0,Shipped,10204.0,35.0,100.0,5735.8,15.0,Medium
,24.0,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,S18_3685,,,2004-01-16,,,,1.0,Shipped,10212.0,45.0,100.0,6357.6,8.0,Medium
,56.0,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,S18_3685,,,2004-02-26,,,,1.0,Shipped,10226.0,46.0,100.0,7343.9,6.0,Large
,45.0,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,S18_3685,,,2004-04-13,,,,1.0,Shipped,10240.0,37.0,100.0,5959.22,1.0,Medium
,23.0,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,S18_3685,,,2004-06-01,,,,4.0,Cancelled,10253.0,31.0,100.0,4029.38,3.0,Medium
,71.0,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,S18_3685,,,2004-07-06,,,,1.0,Shipped,10266.0,33.0,100.0,5035.14,4.0,Medium
,85.0,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,S18_3685,,,2004-08-06,,,,1.0,Shipped,10278.0,31.0,100.0,4116.8,4.0,Medium
,70.0,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,S18_3685,,,2004-08-30,,,,1.0,Shipped,10287.0,27.0,100.0,4310.55,2.0,Medium
,86.0,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,S18_3685,,,2003-10-05,,,,1.0,Shipped,10301.0,39.0,100.0,6446.7,6.0,Medium
,24.0,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,S18_3685,,,2004-10-16,,,,1.0,Shipped,10311.0,32.0,100.0,3616.64,11.0,Medium
,22.0,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,,Benitez,Violeta,S18_3685,,,2004-11-04,,,,1.0,Shipped,10321.0,28.0,100.0,4232.76,8.0,Medium
,46.0,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,,Hernandez,Rosa,S18_3685,,,2004-11-17,,,,1.0,Shipped,10331.0,26.0,67.91,1765.66,12.0,Small
,2.0,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,S18_3685,,,2004-11-24,,,,1.0,Shipped,10343.0,44.0,84.88,3734.72,2.0,Medium
,4.0,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie,S18_3685,,,2005-01-12,,,,6.0,Resolved,10367.0,46.0,100.0,4808.38,6.0,Medium
,24.0,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,S18_3685,,,2005-02-10,,,,1.0,Shipped,10379.0,32.0,70.83,2266.56,4.0,Small
,49.0,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,S18_3685,,,2005-04-15,,,,2.0,Disputed,10406.0,65.0,100.0,10468.9,1.0,Large
,20.0,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,S18_3685,,,2005-05-17,,,,1.0,Shipped,10419.0,43.0,100.0,5589.14,3.0,Medium
,67.0,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,S18_3782,,,2003-03-03,,,,1.0,Shipped,10108.0,43.0,67.77,2914.11,12.0,Small
,68.0,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,S18_3782,,,2003-05-08,,,,1.0,Shipped,10122.0,35.0,49.74,1740.9,16.0,Small
,40.0,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,S18_3782,,,2003-07-02,,,,1.0,Shipped,10135.0,45.0,50.36,2266.2,13.0,Small
,89.0,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,,Lewis,Dan,S18_3782,,,2003-09-03,,,,1.0,Shipped,10146.0,47.0,67.14,3155.58,2.0,Medium
,5.0,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,S18_3782,,,2003-10-10,,,,1.0,Shipped,10159.0,21.0,64.66,1357.86,8.0,Small
,43.0,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,S18_3782,,,2003-11-04,,,,1.0,Shipped,10169.0,38.0,68.39,2598.82,8.0,Small
,7.0,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,S18_3782,,,2003-11-11,,,,1.0,Shipped,10180.0,21.0,50.36,1057.56,3.0,Small
,69.0,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,S18_3782,,,2003-11-20,,,,1.0,Shipped,10191.0,43.0,72.74,3127.82,9.0,Medium
,10.0,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,S18_3782,,,2004-01-15,,,,1.0,Shipped,10211.0,46.0,54.09,2488.14,8.0,Small
,7.0,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,S18_3782,,,2004-02-21,,,,1.0,Shipped,10224.0,38.0,58.44,2220.72,1.0,Small
,12.0,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,,Frick,Michael,S18_3782,,,2004-04-05,,,,1.0,Shipped,10237.0,26.0,52.22,1357.72,1.0,Small
,10.0,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,S18_3782,,,2004-05-26,,,,1.0,Shipped,10252.0,31.0,52.84,1638.04,5.0,Small
,59.0,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,S18_3782,,,2004-06-30,,,,1.0,Shipped,10264.0,48.0,54.71,2626.08,3.0,Small
,72.0,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,,Barajas,Miguel,S18_3782,,,2004-08-02,,,,1.0,Shipped,10276.0,33.0,50.36,1661.88,9.0,Small
,63.0,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,S18_3782,,,2004-08-28,,,,1.0,Shipped,10286.0,38.0,57.2,2173.6,1.0,Small
,17.0,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,S18_3782,,,2004-09-30,,,,1.0,Shipped,10299.0,39.0,55.95,2182.05,3.0,Small
,69.0,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,S18_3782,,,2004-10-16,,,,1.0,Shipped,10310.0,42.0,67.14,2819.88,16.0,Small
,80.0,Microscale Inc.,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,,Kuo,Kee,S18_3782,,,2004-11-03,,,,1.0,Shipped,10319.0,44.0,59.06,2598.64,4.0,Small
,67.0,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,S18_3782,,,2004-11-16,,,,1.0,Shipped,10330.0,29.0,69.63,2019.27,2.0,Small
,11.0,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,S18_3782,,,2004-11-24,,,,1.0,Shipped,10342.0,26.0,55.95,1454.7,8.0,Small
,24.0,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,S18_3782,,,2004-12-07,,,,1.0,Shipped,10355.0,31.0,53.47,1657.57,1.0,Small
,74.0,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,S18_3782,,,2005-01-06,,,,1.0,Shipped,10363.0,32.0,89.12,2851.84,12.0,Small
,24.0,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,S18_3782,,,2005-02-10,,,,1.0,Shipped,10378.0,28.0,100.0,4609.64,9.0,Medium
,40.0,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,S18_3782,,,2005-03-04,,,,1.0,Shipped,10390.0,36.0,100.0,5079.96,2.0,Medium
,23.0,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,S18_3782,,,2005-04-08,,,,1.0,Shipped,10403.0,36.0,52.22,1879.92,1.0,Small
,87.0,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,S18_3856,,,2003-02-17,,,,1.0,Shipped,10106.0,41.0,100.0,4774.86,17.0,Medium
,20.0,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,S18_3856,,,2003-04-28,,,,1.0,Shipped,10119.0,27.0,99.52,2687.04,8.0,Small
,92.0,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,,Brickhaven,MA,58339,USA,,Taylor,Leslie,S18_3856,,,2003-06-16,,,,1.0,Shipped,10130.0,33.0,100.0,3423.75,1.0,Medium
,51.0,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,S18_3856,,,2003-08-10,,,,1.0,Shipped,10143.0,34.0,100.0,3455.76,12.0,Medium
,17.0,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,S18_3856,,,2003-10-06,,,,1.0,Shipped,10155.0,29.0,100.0,3622.97,10.0,Medium
,38.0,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,S18_3856,,,2003-10-23,,,,4.0,Cancelled,10167.0,34.0,100.0,3599.58,6.0,Medium
,52.0,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,S18_3856,,,2003-11-08,,,,1.0,Shipped,10178.0,48.0,100.0,5386.56,9.0,Medium
,53.0,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,S18_3856,,,2003-11-14,,,,1.0,Shipped,10186.0,46.0,100.0,4918.78,6.0,Medium
,54.0,Enaco Distributors,(93) 203 4555,"Rambla de Catalu§a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,S18_3856,,,2003-11-26,,,,1.0,Shipped,10197.0,22.0,100.0,2538.8,3.0,Small
,55.0,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,,Chandler,Michael,S18_3856,,,2004-01-09,,,,1.0,Shipped,10209.0,20.0,100.0,2498.6,5.0,Small
,56.0,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,S18_3856,,,2004-02-19,,,,1.0,Shipped,10222.0,45.0,85.75,3858.75,9.0,Medium
,34.0,Cambridge Collectables Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,,Tseng,Kyung,S18_3856,,,2004-05-08,,,,1.0,Shipped,10249.0,46.0,100.0,5600.5,5.0,Medium
,24.0,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,S18_3856,,,2004-06-24,,,,4.0,Cancelled,10262.0,34.0,100.0,4103.46,14.0,Medium
,57.0,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,S18_3856,,,2004-07-21,,,,1.0,Shipped,10273.0,50.0,85.75,4287.5,1.0,Medium
,58.0,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,,Lincoln,Elizabeth,S18_3856,,,2004-08-20,,,,1.0,Shipped,10283.0,46.0,100.0,5795.54,3.0,Medium
,90.0,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,,Munich,,80686,Germany,EMEA,Donnermeyer,Michael,S18_3856,,,2004-09-15,,,,1.0,Shipped,10296.0,22.0,84.7,1863.4,12.0,Small
,30.0,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,,Cervantes,Francisca,S18_3856,,,2004-10-14,,,,1.0,Shipped,10307.0,48.0,86.81,4166.88,6.0,Medium
,60.0,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,S18_3856,,,2004-11-01,,,,1.0,Shipped,10316.0,47.0,86.81,4080.07,14.0,Medium
,87.0,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,S18_3856,,,2004-11-12,,,,1.0,Shipped,10328.0,34.0,100.0,3815.48,6.0,Medium
,91.0,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",,Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale,S18_3856,,,2004-11-22,,,,1.0,Shipped,10338.0,45.0,100.0,5526.45,2.0,Medium
,50.0,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,S18_3856,,,2004-12-03,,,,1.0,Shipped,10351.0,20.0,100.0,3374.6,2.0,Medium
,61.0,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,S18_3856,,,2005-01-31,,,,1.0,Shipped,10373.0,50.0,60.49,3024.5,6.0,Medium
,24.0,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,S18_3856,,,2005-03-01,,,,6.0,Resolved,10386.0,22.0,57.55,1266.1,6.0,Small
